GAP ANALYSIS SUMMARY — AL, AR, CA, DE, KS, MD, MI, MN, MO, NC, PA, TX, VA, WA
Generated against: Alabama Sentencing Commission Presumptive Manual 2024, Arkansas Sentencing Commission Benchbook 2026, California CALCRIM 2026 (Judicial Council Jury Instructions), Delaware SENTAC Benchbook 2025, KS Sentencing Commission 2013, Maryland MSCCSP Offense Table Jan 2026, MI Sentencing Guidelines Oct 2024, Minnesota Sentencing Guidelines Aug 2025, MO Charge Code Manual Feb 2026, NC Combined Offense List Dec 2025, PA Commission on Sentencing 8th Edition 2024, Texas Legislative Council Felony Offenses 2018, Virginia Crime Code System FY17, Washington Adult Sentencing Manual Oct 2025

======================================================================
AL
======================================================================
Our entries:            129
Authoritative entries:  87
Matched:                40 (31%)
Unmatched (phantom?):   89
Missing from ours:      45
Citation mismatches:    22

UNMATCHED — charges we have with no authoritative match:
  [F] Vehicular Homicide                                 | Ala. Code § 32-5A-192 | confidence: needs_review
  [F] Criminal Solicitation                              | 18 Pa. Cons. Stat. § 902 | confidence: high
  [F] Criminal Street Gang Enhancement                   | 18 Pa. Cons. Stat. § 911 | confidence: high
  [F] Hate Crime Enhancement                             | 18 Pa. Cons. Stat. § 2710 | confidence: high
  [F] Prior Felony / Recidivist Sentencing Enhancement   | 42 Pa. Cons. Stat. § 9714 | confidence: high
  [F] Use of a Firearm in Commission of a Felony         | 42 Pa. Cons. Stat. § 9712 | confidence: high
  [F] Drug Offense in a School Zone (Proximity Enhancement) | 35 Pa. Stat. § 780-113.1 | confidence: high
  [F] RICO / Organized Crime (Racketeering)              | 18 Pa. Cons. Stat. § 911 | confidence: high
  [F] Money Laundering                                   | 18 Pa. Cons. Stat. § 5111 | confidence: high
  [F] Juvenile Delinquency Adjudication (Felony-Level Act) | 42 Pa. Cons. Stat. § 6302 | confidence: high
  [M] Juvenile Delinquency Adjudication (Misdemeanor-Level Act) | 42 Pa. Cons. Stat. § 6302 | confidence: high
  [F] Juvenile Transfer to Adult Court (Waiver Hearing)  | 42 Pa. Cons. Stat. § 6355 | confidence: high
  [F] Juvenile Firearm Possession                        | 18 Pa. Cons. Stat. § 6110.1 | confidence: high

CITATION MISMATCHES — matched charges with differing section numbers:
  Aggravated Assault                            | ours: 2702               | auth: 3732.1
  Assault on Peace Officer                      | ours: 2702               | auth: 3124.2
  Sexual Exploitation of Minor                  | ours: 6312               | auth: 6320
  Possession of Controlled Substance            | ours: 780-113            | auth: 5123
  Distribution of Controlled Substance          | ours: 780-113            | auth: 5123
  Contempt of Court                             | ours: 4132               | auth: 5110
  Attempted Sexual Assault                      | ours: 901                | auth: 3124.1

MISSING FELONIES — in authoritative source but not in our database:
  Use electric incapacitation device (intent to commit felony) | 18 Pa.C.S. § 908.1(a)(1) | F-2
  Possess electric incapacitation device (intent to commit felony) | 18 Pa.C.S. § 908.1(a)(2) | F-2
  Manufacture/etc.-device for theft of telecommunications (>50 | 18 Pa.C.S. § 910(a)(1)(i) | F-2
  Manufacture/etc.-device for theft of telecommunications | 18 Pa.C.S. § 910(a)(1)(i) | F-2
  Manufacture/etc.-device to conceal telecommunications (>50 | 18 Pa.C.S. § 910(a)(1)(ii) | F-2
  Manufacture/etc.-device to conceal telecommunications | 18 Pa.C.S. § 910(a)(1)(ii) | F-2
  Sell/etc. unlawful telecommunications device (>50 devices) | 18 Pa.C.S. § 910(a)(2)(i) | F-2
  Sell/etc. unlawful telecommunications device (3rd/subsq off) | 18 Pa.C.S. § 910(a)(2)(i) | F-2
  Sell/etc. material for unlawful telecommunications device (>50 | 18 Pa.C.S. § 910(a)(2)(ii) | F-2
  Sell/etc. material for unlawful telecommunications device | 18 Pa.C.S. § 910(a)(2)(ii) | F-2
  Corrupt organizations                              | 18 Pa.C.S. § 911(b)(1) | F-1
  Corrupt organizations-interest in/control of enterprise | 18 Pa.C.S. § 911(b)(2) | F-1
  Corrupt organizations-employee participation       | 18 Pa.C.S. § 911(b)(3) | F-1
  Corrupt organizations-conspire                     | 18 Pa.C.S. § 911(b)(4) | F-1
  Murder-3rd degree (involving domestic violence) F-1 G2 POG4 2503(a)(1) Voluntary manslaughter (provocation from victim) | 18 Pa.C.S. § 2502(c) | F-1
  Pa.C.S. § Description (OGS) (POG) 2503(a)(2) Voluntary manslaughter (provocation from another) | 18 Pa.C.S. § 18 | F-1
  Suicide, causing (as homicide/murder 3) (<18/disability/autism) F-1 G2 POG4 2505(a) Suicide, causing (as homicide/vol. manslaughter) | 18 Pa.C.S. § 2505(a) | F-1
  Suicide, causing (as homicide/vol. manslaughter)   | 18 Pa.C.S. § 2505(a) | F-1
  Suicide, causing (as homicide/invol. manslaughter) (victim <12 yrs.) | 18 Pa.C.S. § 2505(a) | F-2
  Suicide, aiding or soliciting (positive result) (<18/disability/autism) | 18 Pa.C.S. § 2505(b) | F-2
  Drug delivery resulting in death                   | 18 Pa.C.S. § 2506(a) | F-1
  Manslaughter of law enforcement officer (1st degree/provocation | 18 Pa.C.S. § 2507(c)(1)(i) | F-1
  Manslaughter of law enforcement officer (1st degree/provocation | 18 Pa.C.S. § 2507(c)(1)(ii) | F-1
  Manslaughter of law enforcement officer (1st degree/believe | 18 Pa.C.S. § 2507(c)(2) | F-1
  Manslaughter of law enforcement officer (2nd degree) | 18 Pa.C.S. § 2507(d) | F-2
  Voluntary manslaughter of unborn child (provocation from | 18 Pa.C.S. § 2605(a)(1) | F-1
  Voluntary manslaughter of unborn child (provocation from | 18 Pa.C.S. § 2605(a)(2) | F-1
  Voluntary manslaughter of unborn child (believe justified) | 18 Pa.C.S. § 2605(b) | F-1
  Aggravated assault of unborn child (causes SBI)    | 18 Pa.C.S. § 2606(a) | F-1
  Aggravated assault of unborn child (attempts to cause SBI) | 18 Pa.C.S. § 2606(a) | F-1
  Aggravated assault-cause SBI to police/enumerated persons | 18 Pa.C.S. § 2702(a)(2) | F-1
  Aggravated assault-attempt SBI to police/enumerated persons | 18 Pa.C.S. § 2702(a)(2) | F-1
  Aggravated assault-cause BI to police/enumerated persons | 18 Pa.C.S. § 2702(a)(3) | F-2
  Aggravated assault-attempt BI to police/enumerated persons | 18 Pa.C.S. § 2702(a)(3) | F-2
  Aggravated assault-cause BI w/deadly weapon        | 18 Pa.C.S. § 2702(a)(4) | F-2
  Pa.C.S. § Description (OGS) (POG) 2702(a)(4)* Aggravated assault-attempt BI w/deadly weapon | 18 Pa.C.S. § 18 | F-2
  Aggravated assault-cause BI to teacher, etc.       | 18 Pa.C.S. § 2702(a)(5) | F-2
  Aggravated assault-attempt BI to teacher, etc.     | 18 Pa.C.S. § 2702(a)(5) | F-2
  Aggravated assault-cause fear of SBI               | 18 Pa.C.S. § 2702(a)(6) | F-2
  Aggravated assault-use tear gas/electronic device ag. police, etc. | 18 Pa.C.S. § 2702(a)(7) | F-2
  ... and 860 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):
  Prohibited offensive weapons                       | 18 Pa.C.S. § 908(a) | M-1
  Possess electric incapacitation device (no intent to commit felony) | 18 Pa.C.S. § 908.1(a)(2) | M-1
  Insults to national or Commonwealth flag           | 18 Pa.C.S. § 2103 | M-2
  Suicide, causing (as homicide/invol. manslaughter) | 18 Pa.C.S. § 2505(a) | M-1
  Suicide, causing (as homicide/invol. manslaughter) (w/DUI or BUI | 18 Pa.C.S. § 2505(a) | M-1
  Suicide, aiding or soliciting (no result)          | 18 Pa.C.S. § 2505(b) | M-2
  Suicide, aiding or soliciting (no result) (<18/disability/autism) | 18 Pa.C.S. § 2505(b) | M-2
  Simple assault-cause BI (against child <12 by adult >=18) | 18 Pa.C.S. § 2701(a)(1) | M-1
  Simple assault-attempt BI (against child <12 by adult >=18) | 18 Pa.C.S. § 2701(a)(1) | M-1
  Simple assault-attempt/cause BI (mutual consent)   | 18 Pa.C.S. § 2701(a)(1) | M-3
  Simple assault-cause BI w/deadly weapon            | 18 Pa.C.S. § 2701(a)(2) | M-2
  Simple assault-cause BI w/deadly weapon (against child <12 by | 18 Pa.C.S. § 2701(a)(2) | M-1
  Simple assault-cause BI w/deadly weapon (mutual consent) | 18 Pa.C.S. § 2701(a)(2) | M-3
  Simple assault-cause fear of SBI                   | 18 Pa.C.S. § 2701(a)(3) | M-2
  Simple assault-cause fear of SBI (against child <12 by adult >=18) | 18 Pa.C.S. § 2701(a)(3) | M-1
  Simple assault-cause fear of SBI (mutual consent)  | 18 Pa.C.S. § 2701(a)(3) | M-3
  Simple assault-penetrate w/hypodermic needle       | 18 Pa.C.S. § 2701(a)(4) | M-2
  Simple assault-penetrate w/hypodermic needle (against child <12 | 18 Pa.C.S. § 2701(a)(4) | M-1
  Simple assault-penetrate w/hypodermic needle (mutual consent) | 18 Pa.C.S. § 2701(a)(4) | M-3
  Recklessly endangering another person              | 18 Pa.C.S. § 2705 | M-2
  ... and 409 more misdemeanors

======================================================================
TX
======================================================================
Our entries:            111
Authoritative entries:  482
Matched:                44 (39%)
Unmatched (phantom?):   67
Missing from ours:      437
Citation mismatches:    12

UNMATCHED — charges we have with no authoritative match:
  [M] Domestic Violence Assault                          | Tex. Fam. Code § 71.004 | confidence: needs_review
  [F] Assault on Peace Officer                           | Tex. Penal Code § 22.01(b)(1) | confidence: high
  [M] Menacing                                           | Tex. Penal Code § 22.07 | confidence: high
  [F] Statutory Rape                                     | Tex. Penal Code § 22.011(a)(2) | confidence: high
  [F] Sexual Exploitation of Minor                       | Tex. Penal Code § 43.25 | confidence: high
  [F] Embezzlement                                       | Tex. Penal Code § 31.03(a) | confidence: high
  [M] Shoplifting                                        | Tex. Penal Code § 31.03 | confidence: high
  [F] Possession with Intent to Distribute               | Tex. Health & Safety Code § 481.115 | confidence: high
  [F] Manufacturing Controlled Substance                 | Tex. Health & Safety Code § 481.112(a) | confidence: needs_review
  [F] Drug Trafficking                                   | Tex. Health & Safety Code § 481.112 | confidence: needs_review
  [F] Maintaining Drug House                             | Tex. Health & Safety Code § 481.117 | confidence: high
  [F] Discharge of Firearm in City                       | Tex. Penal Code § 42.12 | confidence: high
  [F] Wire Fraud                                         | Tex. Penal Code § 31.06 | confidence: high
  [F] Mail Fraud                                         | Tex. Penal Code § 32.21 | confidence: high
  [F] Check Fraud                                        | Tex. Penal Code § 32.41 | confidence: high
  [F] Tax Fraud                                          | Tex. Tax Code § 151.713 | confidence: high
  [F] Computer Fraud                                     | Tex. Penal Code § 33.02 | confidence: high
  [M] Disorderly Conduct                                 | Tex. Penal Code § 42.01 | confidence: high
  [M] Public Intoxication                                | Tex. Penal Code § 49.02 | confidence: high
  [M] Loitering                                          | Tex. Penal Code § 42.01(a)(9) | confidence: high
  [M] DUI First Offense                                  | Tex. Penal Code § 49.04 | confidence: high
  [M] DUI Second Offense                                 | Tex. Penal Code § 49.04(b) | confidence: high
  [F] DUI Third Offense                                  | Tex. Penal Code § 49.09(b)(1) | confidence: high
  [M] Reckless Driving                                   | Tex. Transp. Code § 545.401 | confidence: high
  [M] Hit and Run                                        | Tex. Transp. Code § 550.021 | confidence: high
  [M] Theft (Under $2,500)                               | Tex. Penal Code § 31.03 | confidence: high
  [M] Assault Causing Bodily Injury (Family Violence)    | Tex. Penal Code § 22.01(b)(2) | confidence: high
  [M] Driving While License Invalid (DWLI)               | Tex. Transp. Code § 521.457 | confidence: high
  [M] Possession of Marijuana (Under 2 oz)               | Tex. Health & Safety Code § 481.121 | confidence: high
  [M] Criminal Trespass                                  | Tex. Penal Code § 30.05 | confidence: high
  [M] Failure to Identify                                | Tex. Penal Code § 38.02 | confidence: high
  [M] Probation Violation                                | Tex. Code Crim. Proc. art. 42A.751 | confidence: high
  [M] Open Container Violation                           | Tex. Penal Code § 49.031 | confidence: high
  [M] Minor in Possession of Alcohol                     | Tex. Alco. Bev. Code § 106.05 | confidence: high
  [M] Providing False Information to Police              | Tex. Penal Code § 37.08 | confidence: high
  [M] Contempt of Court                                  | Tex. Civ. Prac. & Rem. Code § 21.002 | confidence: high
  [M] Driving Without Insurance                          | Tex. Transp. Code § 601.191 | confidence: high
  [M] Driving with Expired Registration                  | Tex. Transp. Code § 502.407 | confidence: high
  [M] Driving with Expired/No Inspection                 | Tex. Transp. Code § 548.605 | confidence: high
  [M] Criminal Nonsupport / Failure to Pay Child Support | Tex. Penal Code § 25.05 | confidence: high
  [M] Noise Violation / Disturbing the Peace by Noise    | Tex. Penal Code § 42.01(a)(5) | confidence: high
  [M] Indecent Exposure / Public Urination               | Tex. Penal Code § 21.08 | confidence: high
  [M] Possession of Fake/Fraudulent ID                   | Tex. Alco. Bev. Code § 106.07 | confidence: high
  [M] Animal at Large / Leash Law Violation              | Tex. Health & Safety Code § 822.005 | confidence: high
  [M] Animal Cruelty (Misdemeanor)                       | Tex. Penal Code § 42.092(b)(1) | confidence: high
  [M] Illegal Camping / Sleeping in Public               | Tex. Penal Code § 30.05 | confidence: high
  [M] Panhandling / Aggressive Solicitation              | Tex. Penal Code § 42.01(a)(8) | confidence: high
  [M] Operating Unregistered / Uninsured Vehicle         | Tex. Transp. Code § 502.002 | confidence: medium
  [M] Curfew Violation                                   | Tex. Fam. Code § 51.03(b)(4) | confidence: high
  [M] Trespass After Warning / Return After Ban          | Tex. Penal Code § 30.05 | confidence: high
  [I] Defective Vehicle Equipment / Broken Taillight     | Tex. Transp. Code § 547.004 | confidence: high
  [M] Truancy / Chronic Absenteeism                      | Tex. Educ. Code § 25.094 | confidence: high
  [M] Littering / Illegal Dumping                        | Tex. Health & Safety Code § 365.012 | confidence: high
  [M] Illegal Discharge of Fireworks                     | Tex. Occ. Code § 2154.251 | confidence: high
  [M] Possession of Alcohol in Park / Prohibited Area    | Tex. Penal Code § 49.031 | confidence: high
  [M] Fishing / Hunting Without a License                | Tex. Parks & Wild. Code § 42.001 | confidence: high
  [F] Aiding and Abetting / Accomplice Liability         | Tex. Penal Code § 7.02 | confidence: high
  [F] Accessory After the Fact                           | Tex. Penal Code § 38.05 | confidence: high
  [F] Criminal Street Gang Enhancement                   | Tex. Penal Code § 71.02 | confidence: high
  [F] Hate Crime Enhancement                             | Tex. Penal Code § 12.47 | confidence: high
  [F] Prior Felony / Recidivist Sentencing Enhancement   | Tex. Penal Code § 12.42 | confidence: high
  [F] Use of a Firearm in Commission of a Felony         | Tex. Penal Code § 46.04 | confidence: high
  [F] Drug Offense in a School Zone (Proximity Enhancement) | Tex. Health & Safety Code § 481.134 | confidence: high
  [F] RICO / Organized Crime (Racketeering)              | Tex. Penal Code § 71.02 | confidence: high
  [F] Juvenile Delinquency Adjudication (Felony-Level Act) | Tex. Fam. Code § 51.03(a)(1) | confidence: high
  [M] Juvenile Delinquency Adjudication (Misdemeanor-Level Act) | Tex. Fam. Code § 51.03(a)(1) | confidence: high
  [F] Juvenile Transfer to Adult Court (Waiver Hearing)  | Tex. Fam. Code § 54.02 | confidence: high

CITATION MISMATCHES — matched charges with differing section numbers:
  Child Sexual Abuse                            | ours: 21.11              | auth: 43.25
  Identity Theft                                | ours: 32.51              | auth: 31.03
  Auto Burglary                                 | ours: 30.04              | auth: 30.02
  Bank Robbery                                  | ours: 29.03              | auth: 29.02
  Distribution of Controlled Substance          | ours: 481.112            | auth: 481.131
  Possession of Prohibited Weapon               | ours: 46.05              | auth: 46.03
  Violation of Protective Order                 | ours: 25.07              | auth: 25.071
  Harassment / Stalking                         | ours: 42.07              | auth: 42.072
  Attempted Murder                              | ours: 15.01              | auth: 19.02
  Attempted Robbery                             | ours: 15.01              | auth: 29.02
  Attempted Sexual Assault                      | ours: 15.01              | auth: 22.011
  Juvenile Firearm Possession                   | ours: 46.13              | auth: 46.04

MISSING FELONIES — in authoritative source but not in our database:
  Operating a public grain warehouse without a license | Tex. Agric. Code § 14.072 | Third Degree Felony
  Fraud by a public grain warehouse operator         | Tex. Agric. Code § 14.073 | Second Degree Felony
  Unlawful delivery of grain out of a public grain warehouse | Tex. Agric. Code § 14.074 | Second Degree Felony
  Fraudulently issuing a scale weight ticket or receipt | Tex. Agric. Code § 14.075 | Second Degree Felony
  Changing a receipt or scale weight ticket after issuance | Tex. Agric. Code § 14.076 | Second Degree Felony
  Depositing grain without title                     | Tex. Agric. Code § 14.077 | Second Degree Felony
  Stealing grain or receiving stolen grain           | Tex. Agric. Code § 14.078 | Second Degree Felony
  Interfering with a sealed grain warehouse or a Texas Department of Agriculture inspection or investigation | Tex. Agric. Code § 14.079 | Third Degree Felony
  False or fictitious written statement relating to the procurement of financial assistance or to a property transaction under the farm and ranch finance program | Tex. Agric. Code § 59.046 | Third Degree Felony
  Fraud relating to the farm and ranch finance program | Tex. Agric. Code § 59.047 | Third Degree Felony
  Purchase of ammonium nitrate or ammonium nitrate material with the intent to manufacture an explosive device | Tex. Agric. Code § 63.157 | Third Degree Felony
  Certain offenses relating to regulated pesticides and herbicides | Tex. Agric. Code § 76.202 | Third Degree Felony
  Unlawful acquisition of or control over certain cultured species of aquatic animals with the intent to deprive the owner of the cultured species | Tex. Agric. Code § 134.023 | Third Degree Felony
  Reproduction or destruction of a tattoo mark on livestock without the owner's consent | Tex. Agric. Code § 144.127 | Felony (Unclassified)
  Purchase, sale, or transportation of tattooed livestock without the owner's consent | Tex. Agric. Code § 144.128 | Felony (Unclassified)
  Failure to file or maintain bond required of livestock commission merchants | Tex. Agric. Code § 147.061 | Felony (Unclassified)
  Appropriation of proceeds of sale made by a livestock commission merchant for a purpose other than remittance to the appropriate person or depository | Tex. Agric. Code § 147.064 | Felony (Unclassified)
  Sale of horsemeat for human consumption            | Tex. Agric. Code § 149.005 | Felony (Unclassified)
  Movement of certain livestock, fowl, and other animals in violation of quarantine | Tex. Agric. Code § 161.141 | Felony (Unclassified)
  Shipping alcohol without a permit                  | Tex. Alco. Bev. Code § 54.12 | State Jail Felony
  Offenses relating to alcoholic beverages in dry areas | Tex. Alco. Bev. Code § 101.31 | State Jail Felony
  Making a false statement or representation in an alcoholic beverage permit or license application or in a sworn instrument to be filed with the Texas Alcoholic Beverage Commission | Tex. Alco. Bev. Code § 101.69 | Felony (Unclassified)
  False report by a peace officer regarding the seizure of illicit beverages | Tex. Alco. Bev. Code § 103.05 | Felony (Unclassified)
  Unlawful release or disclosure of criminal history information received by the Texas Alcoholic Beverage Commission | Tex. Alco. Bev. Code § 109.532 | Second Degree Felony
  Forgery or counterfeiting of an alcoholic beverage stamp, permit, license, signature, certificate, evidence of tax payment, or other instrument | Tex. Alco. Bev. Code § 206.06 | Felony (Unclassified)
  Certain offenses relating to the restraint of trade | Tex. Bus. & Com. Code § 15.22 | Felony (Unclassified)
  Offenses relating to a pyramid promotional scheme  | Tex. Bus. & Com. Code § 17.461 | State Jail Felony
  Fraudulent filing under the Assumed Business or Professional Name Act | Tex. Bus. & Com. Code § 71.203 | Felony (Other)
  Warehouseman issuing a warehouse receipt without control of goods | Tex. Bus. & Com. Code § 251.004 | Felony (Unclassified)
  Warehouseman issuing a duplicate or additional warehouse receipt | Tex. Bus. & Com. Code § 251.005 | Felony (Unclassified)
  Agent issuing a fraudulent bill of lading          | Tex. Bus. & Com. Code § 252.004 | Felony (Unclassified)
  Agent issuing an order bill of lading in duplicate or set of parts | Tex. Bus. & Com. Code § 252.005 | Felony (Unclassified)
  Fraudulently inducing issuance of a bill of lading | Tex. Bus. & Com. Code § 252.006 | Felony (Unclassified)
  Fraudulently negotiating or transferring a bill of lading | Tex. Bus. & Com. Code § 252.007 | Felony (Unclassified)
  Selling, purchasing, installing, transferring, using, or possessing an automated sales suppression device or phantom-ware | Tex. Bus. & Com. Code § 326.002 | State Jail Felony
  Using crime victim or motor vehicle accident information for solicitation or sale | Tex. Bus. & Com. Code § 504.002 | Third Degree Felony
  Certain offenses relating to the theft of protected health information by electronic device | Tex. Bus. & Com. Code § 522.002 | State Jail Felony
  Certain offenses under the Contest and Gift Giveaway Act | Tex. Bus. & Com. Code § 621.251 | Third Degree Felony
  Unauthorized duplication of certain recordings     | Tex. Bus. & Com. Code § 641.051 | Felony (Unclassified)
  Unauthorized recording of a live performance       | Tex. Bus. & Com. Code § 641.052 | Felony (Unclassified)
  ... and 397 more felonies

MISSING MISDEMEANORS — in authoritative source but not in our database (sample):

======================================================================
VA
======================================================================
Our entries:            130
Authoritative entries:  1003
Matched:                20 (15%)
Unmatched (phantom?):   110
Missing from ours:      973
Citation mismatches:    6

UNMATCHED — charges we have with no authoritative match:
  [F] Murder in the First Degree                         | Va. Code Ann. § 18.2-32 | confidence: high
  [F] Murder in the Second Degree                        | Va. Code Ann. § 18.2-32 | confidence: high
  [F] Criminally Negligent Homicide                      | Va. Code Ann. § 18.2-36 | confidence: high
  [F] Vehicular Homicide                                 | Va. Code Ann. § 18.2-36.1 | confidence: high
  [F] Assault in the First Degree                        | Va. Code Ann. § 18.2-51 | confidence: high
  [F] Assault in the Second Degree                       | Va. Code Ann. § 18.2-57 | confidence: high
  [M] Assault in the Third Degree                        | Va. Code Ann. § 18.2-57(A) | confidence: high
  [F] Aggravated Assault                                 | Va. Code Ann. § 18.2-51 | confidence: high
  [F] Assault with Deadly Weapon                         | Va. Code Ann. § 18.2-51 | confidence: high
  [M] Domestic Violence Assault                          | Va. Code Ann. § 18.2-57.2 | confidence: high
  [F] Assault on Peace Officer                           | Va. Code Ann. § 18.2-57(C) | confidence: high
  [M] Menacing                                           | Va. Code Ann. § 18.2-60 | confidence: high
  [F] Rape in the First Degree                           | Va. Code Ann. § 18.2-61 | confidence: high
  [F] Rape in the Second Degree                          | Va. Code Ann. § 18.2-61 | confidence: high
  [F] Sexual Assault in the First Degree                 | Va. Code Ann. § 18.2-61 | confidence: high
  [F] Sexual Assault in the Second Degree                | Va. Code Ann. § 18.2-67.1 | confidence: high
  [F] Sexual Assault in the Third Degree                 | Va. Code Ann. § 18.2-67.4 | confidence: high
  [F] Statutory Rape                                     | Va. Code Ann. § 18.2-63 | confidence: high
  [F] Child Sexual Abuse                                 | Va. Code Ann. § 18.2-67.3 | confidence: high
  [F] Sexual Exploitation of Minor                       | Va. Code Ann. § 18.2-374.1 | confidence: high
  [M] Petty Theft                                        | Va. Code Ann. § 18.2-96 | confidence: high
  [M] Theft by Receiving                                 | Va. Code Ann. § 18.2-108 | confidence: high
  [F] Identity Theft                                     | Va. Code Ann. § 18.2-186.3 | confidence: high
  [F] Embezzlement                                       | Va. Code Ann. § 18.2-111 | confidence: high
  [M] Shoplifting                                        | Va. Code Ann. § 18.2-103 | confidence: high
  [F] Burglary in the First Degree                       | Va. Code Ann. § 18.2-89 | confidence: high
  [F] Burglary in the Second Degree                      | Va. Code Ann. § 18.2-91 | confidence: high
  [F] Residential Burglary                               | Va. Code Ann. § 18.2-89 | confidence: high
  [F] Commercial Burglary                                | Va. Code Ann. § 18.2-91 | confidence: high
  [F] Auto Burglary                                      | Va. Code Ann. § 18.2-92 | confidence: high
  [F] Robbery in the First Degree                        | Va. Code Ann. § 18.2-58 | confidence: high
  [F] Robbery in the Second Degree                       | Va. Code Ann. § 18.2-58.1 | confidence: high
  [F] Bank Robbery                                       | Va. Code Ann. § 18.2-58 | confidence: high
  [M] Possession of Controlled Substance                 | Va. Code Ann. § 18.2-250 | confidence: high
  [F] Distribution of Controlled Substance               | Va. Code Ann. § 18.2-248 | confidence: high
  [F] Manufacturing Controlled Substance                 | Va. Code Ann. § 18.2-248(A) | confidence: high
  [F] Drug Trafficking                                   | Va. Code Ann. § 18.2-248 | confidence: high
  [M] Possession of Drug Paraphernalia                   | Va. Code Ann. § 54.1-3466 | confidence: high
  [F] Maintaining Drug House                             | Va. Code Ann. § 18.2-258 | confidence: high
  [M] Unlawful Carrying of Weapon                        | Va. Code Ann. § 18.2-308 | confidence: high
  [F] Discharge of Firearm in City                       | Va. Code Ann. § 18.2-280 | confidence: high
  [F] Possession of Prohibited Weapon                    | Va. Code Ann. § 18.2-288 | confidence: high
  [F] Wire Fraud                                         | Va. Code Ann. § 18.2-178 | confidence: high
  [F] Mail Fraud                                         | Va. Code Ann. § 18.2-178.1 | confidence: high
  [F] Check Fraud                                        | Va. Code Ann. § 18.2-181 | confidence: high
  [F] Insurance Fraud                                    | Va. Code Ann. § 38.2-512 | confidence: high
  [F] Tax Fraud                                          | Va. Code Ann. § 58.1-1817 | confidence: high
  [F] Computer Fraud                                     | Va. Code Ann. § 18.2-152.3 | confidence: high
  [M] Disorderly Conduct                                 | Va. Code Ann. § 18.2-415 | confidence: high
  [M] Public Intoxication                                | Va. Code Ann. § 18.2-388 | confidence: high
  [M] Disturbing the Peace                               | Va. Code Ann. § 18.2-415 | confidence: high
  [M] Trespassing                                        | Va. Code Ann. § 18.2-119 | confidence: high
  [M] Vandalism                                          | Va. Code Ann. § 18.2-137 | confidence: high
  [M] Loitering                                          | Va. Code Ann. § 18.2-176 | confidence: high
  [M] DUI First Offense                                  | Va. Code Ann. § 18.2-266 | confidence: high
  [M] DUI Second Offense                                 | Va. Code Ann. § 18.2-270(B) | confidence: high
  [F] DUI Third Offense                                  | Va. Code Ann. § 18.2-270(C) | confidence: high
  [M] Reckless Driving                                   | Va. Code Ann. § 46.2-852 | confidence: high
  [M] Hit and Run                                        | Va. Code Ann. § 46.2-894 | confidence: high
  [M] Driving While Suspended                            | Va. Code Ann. § 46.2-301 | confidence: high
  [M] Petit Larceny                                      | Va. Code Ann. § 18.2-96 | confidence: high
  [M] DUI                                                | Va. Code Ann. § 18.2-266 | confidence: high
  [M] Domestic Assault and Battery                       | Va. Code Ann. § 18.2-57.2 | confidence: high
  [M] Trespass                                           | Va. Code Ann. § 18.2-119 | confidence: high
  [M] Possession of Marijuana                            | Va. Code Ann. § 4.1-1100 | confidence: high
  [M] Driving on Suspended License                       | Va. Code Ann. § 46.2-301 | confidence: high
  [M] Destruction of Property                            | Va. Code Ann. § 18.2-137 | confidence: high
  [M] Obstruction of Justice                             | Va. Code Ann. § 18.2-460 | confidence: high
  [M] Failure to Appear                                  | Va. Code Ann. § 19.2-128 | confidence: high
  [M] Resisting Arrest / Obstruction                     | Va. Code Ann. § 18.2-460 | confidence: high
  [M] Open Container Violation                           | Va. Code Ann. § 18.2-323.1 | confidence: high
  [M] Providing False Information to Police              | Va. Code Ann. § 18.2-461 | confidence: high
  [M] Harassment / Stalking                              | Va. Code Ann. § 18.2-186.3 | confidence: high
  [M] Contempt of Court                                  | Va. Code Ann. § 18.2-456 | confidence: high
  [M] Writing Bad Checks / Worthless Checks              | Va. Code Ann. § 18.2-181 | confidence: high
  [M] Solicitation / Prostitution                        | Va. Code Ann. § 18.2-346 | confidence: high
  [M] Driving Without Insurance                          | Va. Code Ann. § 46.2-706 | confidence: high
  [M] Reckless/Careless Driving (Criminal)               | Va. Code Ann. § 46.2-852 | confidence: high
  [M] Driving with Expired Registration                  | Va. Code Ann. § 46.2-600 | confidence: high
  [M] Driving with Expired/No Inspection                 | Va. Code Ann. § 46.2-1157 | confidence: high
  [M] Criminal Nonsupport / Failure to Pay Child Support | Va. Code Ann. § 20-61 | confidence: high
  [M] Noise Violation / Disturbing the Peace by Noise    | Va. Code Ann. § 18.2-415 | confidence: high
  [M] Possession of Fake/Fraudulent ID                   | Va. Code Ann. § 4.1-306 | confidence: high
  [M] Animal at Large / Leash Law Violation              | Va. Code Ann. § 3.2-6543 | confidence: high
  [M] Animal Cruelty (Misdemeanor)                       | Va. Code Ann. § 3.2-6570 | confidence: high
  [M] Illegal Camping / Sleeping in Public               | Va. Code Ann. § 18.2-119 | confidence: high
  [M] Panhandling / Aggressive Solicitation              | Va. Code Ann. § 18.2-415 | confidence: high
  [M] Operating Unregistered / Uninsured Vehicle         | Va. Code Ann. § 46.2-600 | confidence: high
  [M] Curfew Violation                                   | Va. Code Ann. § 16.1-228 | confidence: high
  [M] Trespass After Warning / Return After Ban          | Va. Code Ann. § 18.2-119 | confidence: high
